step,version_0
5349,4.411121368408203
5399,4.481363296508789
5449,4.428407669067383
5499,4.529283046722412
5549,4.3496904373168945
5599,4.060847282409668
5649,4.544121742248535
5699,4.386549949645996
5749,4.064505577087402
5799,4.273362159729004
5849,4.4658098220825195
5899,4.715549468994141
5949,4.51765251159668
5999,4.444347381591797
6049,4.293363094329834
6099,4.278075218200684
6149,4.266017436981201
6199,4.163777828216553
6249,4.2034101486206055
6299,4.228635787963867
6349,4.1750946044921875
6399,4.156184196472168
6449,4.16232967376709
6499,4.005114555358887
6549,4.164096355438232
6599,3.963813304901123
6649,4.259233474731445
6699,3.9959850311279297
6749,4.0593414306640625
6799,3.821669578552246
6849,4.151893615722656
6899,3.949489116668701
6949,3.7453770637512207
6999,3.9964652061462402
7049,3.7594025135040283
7099,3.825436592102051
7149,3.8371741771698
7199,3.805792808532715
7249,3.97800350189209
7299,3.864744186401367
7349,3.7336063385009766
7399,3.798607110977173
7449,3.9548757076263428
7499,3.9050545692443848
7549,3.9402291774749756
7599,3.7770018577575684
7649,3.932154655456543
7699,4.060419082641602
7749,3.710108518600464
7799,3.7041380405426025
7849,3.718980312347412
7899,3.6858720779418945
7949,3.7655534744262695
7999,3.7152867317199707
8049,3.546609878540039
8099,3.660231590270996
8149,3.6749014854431152
8199,3.621230125427246
8249,3.544175624847412
8299,3.7767505645751953
8349,3.558434009552002
8399,3.5543413162231445
8449,3.481590747833252
8499,3.5141398906707764
8549,3.773315191268921
8599,3.3922271728515625
8649,3.634880542755127
8699,3.7855372428894043
8749,3.4295289516448975
8799,3.404592514038086
8849,3.5891971588134766
8899,3.8864779472351074
8949,3.4652676582336426
8999,3.6967835426330566
9049,3.318077802658081
9099,3.6776654720306396
9149,3.7528247833251953
9199,3.5583465099334717
9249,3.323598623275757
9299,3.292487382888794
9349,3.7004904747009277
9399,3.4195404052734375
9449,3.695077419281006
9499,3.4436287879943848
9549,3.382539749145508
9599,3.657684564590454
9649,3.682471990585327
9699,3.2359204292297363
9749,3.320664405822754
9799,3.0809946060180664
9849,3.2214672565460205
9899,3.0235109329223633
9949,3.272329092025757
9999,3.5125136375427246
10049,3.5531513690948486
10099,3.075026512145996
10149,3.4487040042877197
10199,3.3956499099731445
10249,3.584679126739502
10299,3.2033095359802246
10349,3.1268677711486816
10399,3.427293300628662
10449,3.3973147869110107
10499,3.1624574661254883
10549,3.254581928253174
10599,3.5047922134399414
10649,3.399329662322998
10699,3.487569808959961
10749,3.074143409729004
10799,3.1918106079101562
10849,3.1858131885528564
10899,3.1278109550476074
10949,3.237089157104492
10999,3.226384162902832
11049,3.3057525157928467
11099,3.2312698364257812
11149,3.398240327835083
11199,3.4435577392578125
11249,3.311269998550415
11299,3.007317543029785
11349,3.5121641159057617
11399,3.1358070373535156
11449,3.1495561599731445
11499,3.037569046020508
11549,3.1467041969299316
11599,3.223362922668457
11649,3.222111940383911
11699,3.172806739807129
11749,3.3884363174438477
11799,3.076885223388672
11849,3.3505008220672607
11899,3.0802559852600098
11949,3.2248928546905518
11999,3.3053574562072754
12049,3.1592235565185547
12099,2.957913637161255
12149,3.1466078758239746
12199,3.430272102355957
12249,3.129549980163574
12299,2.86893892288208
12349,3.0765910148620605
12399,2.9731695652008057
12449,3.096400737762451
12499,2.74815034866333
12549,2.977515459060669
12599,3.0171587467193604
12649,3.144469738006592
12699,3.0280303955078125
12749,3.0304360389709473
12799,3.291414260864258
12849,3.015925884246826
12899,2.9418249130249023
12949,3.0016489028930664
12999,3.172487497329712
13049,3.0198311805725098
13099,2.872492551803589
13149,2.955883502960205
13199,3.0872082710266113
13249,2.924023151397705
13299,2.9449243545532227
13349,2.934962272644043
13399,2.7984001636505127
13449,3.1183462142944336
13499,3.1738314628601074
13549,2.8949356079101562
13599,3.182690143585205
13649,2.845508575439453
