step,version_0
49,9.996277809143066
99,9.937478065490723
149,9.85012149810791
199,9.654452323913574
249,9.495628356933594
299,9.352651596069336
349,9.320409774780273
399,9.130840301513672
449,9.037416458129883
499,8.966001510620117
549,8.830345153808594
599,8.643232345581055
649,8.524554252624512
699,8.492897033691406
749,8.371467590332031
799,8.169302940368652
849,8.095335006713867
899,7.921253204345703
949,7.882084846496582
999,7.708373069763184
1049,7.630061149597168
1099,7.420510292053223
1149,7.568729400634766
1199,7.497108459472656
1249,7.322965621948242
1299,7.282918453216553
1349,7.125819206237793
1399,6.927525520324707
1449,6.9989495277404785
1499,7.01938009262085
1549,6.965051174163818
1599,6.7699737548828125
1649,6.813692092895508
1699,6.727255344390869
1749,6.649639129638672
1799,6.666723251342773
1849,6.452149391174316
1899,6.38142204284668
1949,6.528475284576416
1999,6.409675598144531
2049,6.1298394203186035
2099,6.18810510635376
2149,6.141452312469482
2199,6.173203468322754
2249,6.011684417724609
2299,6.2404680252075195
2349,5.784330368041992
2399,5.655835151672363
2449,5.789298057556152
2499,5.932009696960449
2549,5.644939422607422
2599,5.67868709564209
2649,5.8802490234375
2699,5.252439975738525
2749,5.559370994567871
2799,5.743007659912109
2849,5.426268100738525
2899,5.293585300445557
2949,5.502437591552734
2999,5.417309761047363
3049,5.433863162994385
3099,5.146604537963867
3149,5.288022994995117
3199,5.095057487487793
3249,5.503290176391602
3299,5.593677520751953
3349,5.519847869873047
3399,5.028142929077148
3449,5.286347389221191
3499,5.082248210906982
3549,5.390922546386719
3599,4.837044715881348
3649,5.4236650466918945
3699,4.968071937561035
3749,5.208190441131592
3799,5.201641082763672
3849,5.160191059112549
3899,4.919333457946777
3949,5.153924465179443
3999,4.781735897064209
4049,5.014753341674805
4099,5.0566725730896
4149,4.954953670501709
4199,5.039669513702393
4249,5.077244758605957
4299,4.978859901428223
4349,4.962527275085449
4399,4.78272819519043
4449,4.870396614074707
4499,4.81689977645874
4549,4.778543949127197
4599,4.66935920715332
4649,4.710113525390625
4699,4.63586950302124
4749,4.716100692749023
4799,4.525218963623047
4849,4.623435974121094
4899,4.797554969787598
4949,4.796470642089844
4999,4.519283771514893
5049,4.487334728240967
5099,4.285832405090332
5149,4.626423358917236
5199,4.480029582977295
5249,4.631687641143799
5299,4.634469985961914
