step,version_0
7399,3.9673428535461426
7449,4.009732246398926
7499,3.7823517322540283
7549,3.4505910873413086
7599,3.868256092071533
7649,3.542057991027832
7699,3.571413516998291
7749,3.9001283645629883
7799,3.7472496032714844
7849,3.509774684906006
7899,3.4724173545837402
7949,3.924561023712158
7999,3.8971691131591797
8049,3.8157191276550293
8099,3.772099018096924
8149,3.6853153705596924
8199,3.756714344024658
8249,3.7425425052642822
8299,3.6927542686462402
8349,3.471151828765869
8399,3.6715946197509766
8449,3.597654342651367
8499,3.701772689819336
8549,3.411979913711548
8599,3.447744846343994
8649,3.50523042678833
8699,3.367292881011963
8749,3.456084728240967
8799,3.512913227081299
8849,3.483058452606201
8899,3.651663064956665
8949,3.4741430282592773
8999,3.582468032836914
9049,3.6970393657684326
9099,3.5320217609405518
9149,3.2988429069519043
9199,3.657480239868164
9249,3.490906238555908
9299,3.6174983978271484
9349,3.572427272796631
9399,3.377338171005249
9449,3.3681912422180176
9499,3.4328348636627197
9549,3.308155059814453
9599,3.4610953330993652
9649,3.3305864334106445
9699,3.46044921875
9749,3.2625484466552734
9799,3.539759635925293
9849,3.840630054473877
9899,3.421283483505249
9949,3.613071918487549
9999,3.238020896911621
10049,3.698573589324951
10099,3.390392303466797
10149,3.44789981842041
10199,3.4926345348358154
10249,3.17984676361084
10299,3.3652572631835938
10349,3.570345878601074
10399,3.630478858947754
10449,3.483849048614502
10499,3.5555648803710938
10549,3.633009195327759
10599,3.178062915802002
10649,3.218630313873291
10699,3.2931859493255615
10749,3.0634970664978027
10799,3.3059189319610596
10849,3.47658371925354
10899,3.3651609420776367
10949,3.364565849304199
10999,3.4665439128875732
11049,3.4273128509521484
11099,3.256385326385498
11149,3.1322779655456543
11199,3.2376198768615723
11249,3.284884214401245
11299,3.0567989349365234
11349,3.1408531665802
11399,3.0838942527770996
11449,3.5551493167877197
11499,3.295233726501465
11549,3.472179889678955
11599,3.224200963973999
11649,3.2368412017822266
11699,3.2292122840881348
11749,3.176586389541626
11799,3.4157609939575195
11849,3.0119423866271973
11899,3.4740262031555176
11949,3.418426036834717
11999,3.2505531311035156
12049,3.192281723022461
12099,3.190997838973999
12149,3.537079334259033
12199,3.523158073425293
12249,3.1805882453918457
12299,2.9832613468170166
12349,3.131488800048828
12399,3.4907078742980957
12449,3.348022937774658
12499,3.289705991744995
12549,3.168687582015991
12599,3.036933183670044
12649,3.2716169357299805
12699,3.438685894012451
12749,2.865600109100342
12799,3.2809932231903076
12849,3.4899840354919434
12899,3.238698720932007
12949,3.3047523498535156
12999,3.4105210304260254
13049,3.123642921447754
13099,3.0812244415283203
13149,3.5358448028564453
13199,3.011843681335449
13249,3.2473490238189697
13299,3.140990734100342
13349,3.1166510581970215
13399,3.1722536087036133
13449,3.013944149017334
13499,3.0947694778442383
13549,3.270012378692627
13599,3.0246047973632812
13649,3.287191867828369
13699,3.4715027809143066
13749,3.1226718425750732
13799,3.227796792984009
13849,3.20587158203125
13899,2.9484221935272217
13949,2.9076900482177734
13999,3.055912971496582
14049,3.1984574794769287
14099,3.027000904083252
14149,3.0780773162841797
14199,3.047475814819336
14249,3.256420612335205
14299,3.4787349700927734
14349,3.1397900581359863
14399,2.8845860958099365
14449,3.5143542289733887
14499,2.9768052101135254
14549,2.8151895999908447
14599,3.1705689430236816
14649,3.0089173316955566
14699,2.9674839973449707
14749,3.2249844074249268
14799,2.9945898056030273
14849,3.061598777770996
14899,2.9926767349243164
14949,3.129798412322998
14999,3.08882737159729
15049,3.2345314025878906
15099,3.038022994995117
15149,2.8292317390441895
15199,2.912182331085205
15249,3.146538019180298
15299,2.780447483062744
15349,3.3499693870544434
15399,2.89847469329834
15449,2.682560443878174
15499,2.769606113433838
15549,3.2122802734375
15599,3.0350821018218994
15649,3.028148651123047
15699,2.9703824520111084
15749,3.329155921936035
15799,3.050577163696289
15849,3.520052194595337
15899,3.152151584625244
15949,3.015294075012207
15999,2.8398191928863525
16049,3.2120652198791504
16099,2.959348201751709
16149,3.0997745990753174
16199,2.9995298385620117
16249,3.1360890865325928
16299,2.8594393730163574
16349,3.427824020385742
16399,3.093623161315918
16449,2.9720072746276855
16499,2.8429059982299805
16549,3.273409128189087
16599,3.2285728454589844
16649,2.848513126373291
16699,3.0358176231384277
16749,3.3631858825683594
16799,3.049872398376465
16849,2.8083105087280273
16899,3.066100835800171
16949,3.036689281463623
16999,3.2106223106384277
17049,2.9150171279907227
17099,3.066213369369507
17149,2.963817596435547
17199,2.807405471801758
17249,3.3209853172302246
17299,2.647897720336914
17349,3.073554039001465
17399,3.145594596862793
17449,3.1918137073516846
17499,3.013981342315674
17549,3.420203685760498
17599,3.033292770385742
17649,3.3251771926879883
17699,2.9859678745269775
17749,3.171604633331299
17799,3.0512962341308594
17849,2.9831886291503906
17899,2.8745851516723633
17949,3.1823816299438477
17999,2.9387359619140625
18049,3.189213275909424
18099,3.016631841659546
18149,3.0207223892211914
18199,2.898327589035034
18249,3.00089168548584
18299,3.0818138122558594
18349,2.905959367752075
18399,3.145280122756958
18449,2.7732291221618652
18499,3.008572578430176
18549,3.123793840408325
18599,3.3317160606384277
18649,3.038452386856079
18699,2.76743483543396
18749,2.9975266456604004
18799,3.071744918823242
18849,3.031043767929077
18899,3.0181877613067627
18949,3.6099801063537598
18999,3.4460625648498535
19049,3.205644369125366
19099,3.021026611328125
19149,3.2355031967163086
19199,2.977950096130371
19249,3.153787612915039
19299,3.338775634765625
19349,2.8424110412597656
19399,2.851179838180542
19449,3.284184455871582
19499,2.984968662261963
19549,3.228818893432617
19599,3.039588212966919
19649,2.701674461364746
19699,2.797325372695923
19749,3.008103370666504
19799,3.1793951988220215
19849,3.1033554077148438
19899,3.1599440574645996
19949,3.1086816787719727
19999,3.0280299186706543
20049,3.036073684692383
20099,3.056412696838379
20149,3.0846424102783203
20199,2.692499876022339
20249,3.027963161468506
20299,3.035670280456543
20349,2.8841724395751953
20399,2.9882559776306152
20449,3.397130250930786
20499,3.1814308166503906
20549,2.8878707885742188
20599,2.9613091945648193
20649,3.0738887786865234
20699,2.9407215118408203
20749,3.127263069152832
20799,3.1090550422668457
20849,2.995238780975342
20899,2.74529767036438
20949,2.834441661834717
20999,2.993281126022339
21049,3.2447123527526855
21099,3.135185718536377
21149,2.7016305923461914
21199,3.082078456878662
21249,2.9062752723693848
21299,3.2468037605285645
21349,2.8043322563171387
21399,3.3698365688323975
21449,2.9161934852600098
21499,3.2391862869262695
21549,2.9417288303375244
21599,3.1498804092407227
21649,2.8659188747406006
21699,2.759678840637207
21749,2.9567759037017822
21799,3.0041613578796387
21849,2.831623077392578
21899,2.641841411590576
21949,3.0853524208068848
